County-State,County,Population,Median household income,State Code,State
"Dooly County, Georgia",Dooly County,14293,28696,GA,Georgia
"Dougherty County, Georgia",Dougherty County,93310,32084,GA,Georgia
"Douglas County, Georgia",Douglas County,136520,53881,GA,Georgia
"Early County, Georgia",Early County,10579,31680,GA,Georgia
"Echols County, Georgia",Echols County,4048,32959,GA,Georgia
"Effingham County, Georgia",Effingham County,54630,63100,GA,Georgia
"Elbert County, Georgia",Elbert County,19537,35388,GA,Georgia
"Emanuel County, Georgia",Emanuel County,22731,32229,GA,Georgia
"Evans County, Georgia",Evans County,10814,37865,GA,Georgia
"Fannin County, Georgia",Fannin County,23742,37049,GA,Georgia
"Fayette County, Georgia",Fayette County,108655,79066,GA,Georgia
"Floyd County, Georgia",Floyd County,96169,41549,GA,Georgia
"Forsyth County, Georgia",Forsyth County,196236,88816,GA,Georgia
"Franklin County, Georgia",Franklin County,22110,33816,GA,Georgia
"Fulton County, Georgia",Fulton County,983903,57207,GA,Georgia
"Gilmer County, Georgia",Gilmer County,28673,40228,GA,Georgia
"Glascock County, Georgia",Glascock County,3087,40759,GA,Georgia
"Glynn County, Georgia",Glynn County,81743,45918,GA,Georgia
"Gordon County, Georgia",Gordon County,55889,41612,GA,Georgia
"Grady County, Georgia",Grady County,25243,34187,GA,Georgia
"Greene County, Georgia",Greene County,16331,42408,GA,Georgia
"Gwinnett County, Georgia",Gwinnett County,859234,60289,GA,Georgia
"Habersham County, Georgia",Habersham County,43527,40907,GA,Georgia
"Hall County, Georgia",Hall County,187916,51202,GA,Georgia
"Hancock County, Georgia",Hancock County,8881,24925,GA,Georgia
"Haralson County, Georgia",Haralson County,28565,41910,GA,Georgia
"Harris County, Georgia",Harris County,32776,63824,GA,Georgia
"Hart County, Georgia",Hart County,25498,37653,GA,Georgia
"Heard County, Georgia",Heard County,11617,41525,GA,Georgia
"Henry County, Georgia",Henry County,211512,60424,GA,Georgia
"Houston County, Georgia",Houston County,147570,53270,GA,Georgia
"Irwin County, Georgia",Irwin County,9408,34156,GA,Georgia
"Jackson County, Georgia",Jackson County,61420,53379,GA,Georgia
"Jasper County, Georgia",Jasper County,13593,42368,GA,Georgia
"Jeff Davis County, Georgia",Jeff Davis County,14990,36385,GA,Georgia
"Jefferson County, Georgia",Jefferson County,16374,26557,GA,Georgia
"Jenkins County, Georgia",Jenkins County,8922,24604,GA,Georgia
"Johnson County, Georgia",Johnson County,9794,34438,GA,Georgia
"Jones County, Georgia",Jones County,28738,51857,GA,Georgia
"Lamar County, Georgia",Lamar County,18114,40344,GA,Georgia
"Lanier County, Georgia",Lanier County,10403,37605,GA,Georgia
"Laurens County, Georgia",Laurens County,47886,32356,GA,Georgia
"Lee County, Georgia",Lee County,28946,61537,GA,Georgia
"Liberty County, Georgia",Liberty County,64427,42201,GA,Georgia
"Lincoln County, Georgia",Lincoln County,7720,34243,GA,Georgia
"Long County, Georgia",Long County,16588,48863,GA,Georgia
"Lowndes County, Georgia",Lowndes County,113203,36834,GA,Georgia
"Lumpkin County, Georgia",Lumpkin County,30921,43804,GA,Georgia
"McDuffie County, Georgia",McDuffie County,21582,36656,GA,Georgia
"McIntosh County, Georgia",McIntosh County,14007,42988,GA,Georgia
"Macon County, Georgia",Macon County,14045,28684,GA,Georgia
"Madison County, Georgia",Madison County,28232,41912,GA,Georgia
"Marion County, Georgia",Marion County,8739,36242,GA,Georgia
"Meriwether County, Georgia",Meriwether County,21297,35832,GA,Georgia
"Miller County, Georgia",Miller County,5936,33983,GA,Georgia
"Mitchell County, Georgia",Mitchell County,22982,31915,GA,Georgia
"Monroe County, Georgia",Monroe County,26915,48744,GA,Georgia
"Montgomery County, Georgia",Montgomery County,8968,34672,GA,Georgia
"Morgan County, Georgia",Morgan County,17900,51820,GA,Georgia
"Murray County, Georgia",Murray County,39401,35539,GA,Georgia
"Muscogee County, Georgia",Muscogee County,200285,42306,GA,Georgia
"Newton County, Georgia",Newton County,102645,49179,GA,Georgia
"Oconee County, Georgia",Oconee County,34400,72182,GA,Georgia
"Oglethorpe County, Georgia",Oglethorpe County,14688,44226,GA,Georgia
"Paulding County, Georgia",Paulding County,147400,60109,GA,Georgia
"Peach County, Georgia",Peach County,27086,41588,GA,Georgia
"Pickens County, Georgia",Pickens County,29740,54123,GA,Georgia
"Pierce County, Georgia",Pierce County,18934,40247,GA,Georgia
"Pike County, Georgia",Pike County,17812,51338,GA,Georgia
"Polk County, Georgia",Polk County,41215,37853,GA,Georgia
"Pulaski County, Georgia",Pulaski County,11590,38750,GA,Georgia
"Putnam County, Georgia",Putnam County,21247,44299,GA,Georgia
"Quitman County, Georgia",Quitman County,2326,31487,GA,Georgia
"Rabun County, Georgia",Rabun County,16266,35211,GA,Georgia
"Randolph County, Georgia",Randolph County,7315,28377,GA,Georgia
"Richmond County, Georgia",Richmond County,201291,37424,GA,Georgia
"Rockdale County, Georgia",Rockdale County,86901,50455,GA,Georgia
"Schley County, Georgia",Schley County,5074,39375,GA,Georgia
"Screven County, Georgia",Screven County,14206,34466,GA,Georgia
"Seminole County, Georgia",Seminole County,8769,34905,GA,Georgia
"Spalding County, Georgia",Spalding County,63873,40246,GA,Georgia
"Stephens County, Georgia",Stephens County,25620,40315,GA,Georgia
"Stewart County, Georgia",Stewart County,5868,21118,GA,Georgia
"Sumter County, Georgia",Sumter County,31429,32758,GA,Georgia
"Talbot County, Georgia",Talbot County,6490,34078,GA,Georgia
"Taliaferro County, Georgia",Taliaferro County,1721,26306,GA,Georgia
"Tattnall County, Georgia",Tattnall County,25302,33980,GA,Georgia
"Taylor County, Georgia",Taylor County,8401,28143,GA,Georgia
"Telfair County, Georgia",Telfair County,16416,26449,GA,Georgia
"Terrell County, Georgia",Terrell County,9213,28688,GA,Georgia
"Thomas County, Georgia",Thomas County,44824,36641,GA,Georgia
"Tift County, Georgia",Tift County,40787,37653,GA,Georgia
"Toombs County, Georgia",Toombs County,27210,33679,GA,Georgia
"Towns County, Georgia",Towns County,10800,37000,GA,Georgia
"Treutlen County, Georgia",Treutlen County,6762,38596,GA,Georgia
"Troup County, Georgia",Troup County,68867,41489,GA,Georgia
"Turner County, Georgia",Turner County,8338,31806,GA,Georgia
"Twiggs County, Georgia",Twiggs County,8509,30468,GA,Georgia
"Union County, Georgia",Union County,21725,40799,GA,Georgia
"Upson County, Georgia",Upson County,26528,35774,GA,Georgia
"Walker County, Georgia",Walker County,68285,41632,GA,Georgia
"Walton County, Georgia",Walton County,86201,54453,GA,Georgia
"Ware County, Georgia",Ware County,35723,34909,GA,Georgia
"Warren County, Georgia",Warren County,5561,29176,GA,Georgia
"Washington County, Georgia",Washington County,20785,37932,GA,Georgia
"Wayne County, Georgia",Wayne County,30046,38955,GA,Georgia
"Webster County, Georgia",Webster County,2720,37063,GA,Georgia
"Wheeler County, Georgia",Wheeler County,7956,27620,GA,Georgia
"White County, Georgia",White County,27791,40888,GA,Georgia
"Whitfield County, Georgia",Whitfield County,103456,40596,GA,Georgia
"Wilcox County, Georgia",Wilcox County,8972,32043,GA,Georgia
"Wilkes County, Georgia",Wilkes County,9991,32727,GA,Georgia
"Wilkinson County, Georgia",Wilkinson County,9386,38485,GA,Georgia
"Worth County, Georgia",Worth County,21156,37974,GA,Georgia
"Hawaii County, Hawaii",Hawaii County,191482,52108,HI,Hawaii
"Honolulu County, Hawaii",Honolulu County,984178,74460,HI,Hawaii
"Kalawao County, Hawaii",Kalawao County,85,66250,HI,Hawaii
"Kauai County, Hawaii",Kauai County,69691,65101,HI,Hawaii
"Maui County, Hawaii",Maui County,160863,66476,HI,Hawaii
"Ada County, Idaho",Ada County,417501,56356,ID,Idaho
"Adams County, Idaho",Adams County,3880,39565,ID,Idaho
"Bannock County, Idaho",Bannock County,83604,43779,ID,Idaho
"Bear Lake County, Idaho",Bear Lake County,5939,48654,ID,Idaho
"Benewah County, Idaho",Benewah County,9088,39863,ID,Idaho
"Bingham County, Idaho",Bingham County,45407,50155,ID,Idaho
"Blaine County, Idaho",Blaine County,21309,60088,ID,Idaho
"Boise County, Idaho",Boise County,6885,44238,ID,Idaho
"Bonner County, Idaho",Bonner County,41066,42171,ID,Idaho
"Bonneville County, Idaho",Bonneville County,107788,50762,ID,Idaho
"Boundary County, Idaho",Boundary County,10961,38961,ID,Idaho
"Butte County, Idaho",Butte County,2653,37891,ID,Idaho
"Camas County, Idaho",Camas County,1052,42614,ID,Idaho
"Canyon County, Idaho",Canyon County,198921,42888,ID,Idaho
"Caribou County, Idaho",Caribou County,6808,58021,ID,Idaho
"Cassia County, Idaho",Cassia County,23369,45695,ID,Idaho
"Clark County, Idaho",Clark County,901,33672,ID,Idaho
"Clearwater County, Idaho",Clearwater County,8560,38837,ID,Idaho
"Custer County, Idaho",Custer County,4234,39457,ID,Idaho
"Elmore County, Idaho",Elmore County,26175,43848,ID,Idaho
"Franklin County, Idaho",Franklin County,12914,48133,ID,Idaho
"Fremont County, Idaho",Fremont County,12945,47988,ID,Idaho
"Gem County, Idaho",Gem County,16731,40828,ID,Idaho
"Gooding County, Idaho",Gooding County,15233,39930,ID,Idaho
"Idaho County, Idaho",Idaho County,16312,38191,ID,Idaho
"Jefferson County, Idaho",Jefferson County,26792,51171,ID,Idaho
"Jerome County, Idaho",Jerome County,22653,41630,ID,Idaho
"Kootenai County, Idaho",Kootenai County,145046,49403,ID,Idaho
"Latah County, Idaho",Latah County,38339,42439,ID,Idaho
"Lemhi County, Idaho",Lemhi County,7790,34329,ID,Idaho
"Lewis County, Idaho",Lewis County,3812,36505,ID,Idaho
"Lincoln County, Idaho",Lincoln County,5260,43273,ID,Idaho
"Madison County, Idaho",Madison County,37916,32233,ID,Idaho
"Minidoka County, Idaho",Minidoka County,20279,44853,ID,Idaho
"Nez Perce County, Idaho",Nez Perce County,39779,48160,ID,Idaho
"Oneida County, Idaho",Oneida County,4245,41338,ID,Idaho
"Owyhee County, Idaho",Owyhee County,11364,33440,ID,Idaho
"Payette County, Idaho",Payette County,22700,44257,ID,Idaho
"Power County, Idaho",Power County,7731,44779,ID,Idaho
"Shoshone County, Idaho",Shoshone County,12571,37665,ID,Idaho
"Teton County, Idaho",Teton County,10285,53474,ID,Idaho
"Twin Falls County, Idaho",Twin Falls County,80004,44048,ID,Idaho
"Valley County, Idaho",Valley County,9720,48384,ID,Idaho
"Washington County, Idaho",Washington County,10025,34775,ID,Idaho
"Adams County, Illinois",Adams County,67081,45965,IL,Illinois
"Alexander County, Illinois",Alexander County,7364,27265,IL,Illinois
"Bond County, Illinois",Bond County,17313,47946,IL,Illinois
"Boone County, Illinois",Boone County,53851,58248,IL,Illinois
"Brown County, Illinois",Brown County,6859,50739,IL,Illinois
"Bureau County, Illinois",Bureau County,34115,50423,IL,Illinois
"Calhoun County, Illinois",Calhoun County,4999,53869,IL,Illinois
"Carroll County, Illinois",Carroll County,14926,48631,IL,Illinois
"Cass County, Illinois",Cass County,13254,47434,IL,Illinois
"Champaign County, Illinois",Champaign County,205766,46495,IL,Illinois
"Christian County, Illinois",Christian County,34200,45334,IL,Illinois
"Clark County, Illinois",Clark County,16159,50517,IL,Illinois
"Clay County, Illinois",Clay County,13582,44209,IL,Illinois
"Clinton County, Illinois",Clinton County,37929,63236,IL,Illinois
"Coles County, Illinois",Coles County,53037,39588,IL,Illinois
"Cook County, Illinois",Cook County,5236393,55251,IL,Illinois
"Crawford County, Illinois",Crawford County,19541,47468,IL,Illinois
"Cumberland County, Illinois",Cumberland County,10943,46061,IL,Illinois
"DeKalb County, Illinois",DeKalb County,104345,54101,IL,Illinois
"De Witt County, Illinois",De Witt County,16388,53959,IL,Illinois
"Douglas County, Illinois",Douglas County,19826,51810,IL,Illinois
"DuPage County, Illinois",DuPage County,930412,79658,IL,Illinois
"Edgar County, Illinois",Edgar County,17992,45691,IL,Illinois
"Edwards County, Illinois",Edwards County,6649,44497,IL,Illinois
"Effingham County, Illinois",Effingham County,34332,52224,IL,Illinois
"Fayette County, Illinois",Fayette County,22136,43944,IL,Illinois
"Ford County, Illinois",Ford County,13835,49947,IL,Illinois
"Franklin County, Illinois",Franklin County,39694,39512,IL,Illinois
"Fulton County, Illinois",Fulton County,36323,46083,IL,Illinois
"Gallatin County, Illinois",Gallatin County,5385,39636,IL,Illinois
"Greene County, Illinois",Greene County,13502,42565,IL,Illinois
"Grundy County, Illinois",Grundy County,50277,65887,IL,Illinois
"Hamilton County, Illinois",Hamilton County,8322,44159,IL,Illinois
"Hancock County, Illinois",Hancock County,18738,47699,IL,Illinois
"Hardin County, Illinois",Hardin County,4228,38838,IL,Illinois
"Henderson County, Illinois",Henderson County,7042,47672,IL,Illinois
"Henry County, Illinois",Henry County,49883,53480,IL,Illinois
"Iroquois County, Illinois",Iroquois County,29053,47834,IL,Illinois
"Jackson County, Illinois",Jackson County,59534,33871,IL,Illinois
"Jasper County, Illinois",Jasper County,9635,54209,IL,Illinois
"Jefferson County, Illinois",Jefferson County,38578,43247,IL,Illinois
"Jersey County, Illinois",Jersey County,22625,53271,IL,Illinois
"Jo Daviess County, Illinois",Jo Daviess County,22397,53221,IL,Illinois
"Johnson County, Illinois",Johnson County,12829,42287,IL,Illinois
"Kane County, Illinois",Kane County,524886,70696,IL,Illinois
"Kankakee County, Illinois",Kankakee County,112221,52110,IL,Illinois
"Kendall County, Illinois",Kendall County,120036,84385,IL,Illinois
"Knox County, Illinois",Knox County,52112,39976,IL,Illinois
"Lake County, Illinois",Lake County,702898,78026,IL,Illinois
"LaSalle County, Illinois",LaSalle County,112579,50633,IL,Illinois
"Lawrence County, Illinois",Lawrence County,16665,40841,IL,Illinois
"Lee County, Illinois",Lee County,35027,52379,IL,Illinois
"Livingston County, Illinois",Livingston County,37689,54254,IL,Illinois
"Logan County, Illinois",Logan County,29956,50539,IL,Illinois
"McDonough County, Illinois",McDonough County,32009,40314,IL,Illinois
"McHenry County, Illinois",McHenry County,307357,77222,IL,Illinois
"McLean County, Illinois",McLean County,173114,62211,IL,Illinois
"Macon County, Illinois",Macon County,109193,47176,IL,Illinois
"Macoupin County, Illinois",Macoupin County,46844,51206,IL,Illinois
"Madison County, Illinois",Madison County,267356,53431,IL,Illinois
"Marion County, Illinois",Marion County,38665,42238,IL,Illinois
"Marshall County, Illinois",Marshall County,12173,53423,IL,Illinois
"Mason County, Illinois",Mason County,14126,41567,IL,Illinois
"Massac County, Illinois",Massac County,15016,40977,IL,Illinois
"Menard County, Illinois",Menard County,12611,60486,IL,Illinois
"Mercer County, Illinois",Mercer County,16107,54757,IL,Illinois
"Monroe County, Illinois",Monroe County,33539,70859,IL,Illinois
"Montgomery County, Illinois",Montgomery County,29348,46966,IL,Illinois
"Morgan County, Illinois",Morgan County,35129,45978,IL,Illinois
"Moultrie County, Illinois",Moultrie County,14927,49681,IL,Illinois
"Ogle County, Illinois",Ogle County,52397,54849,IL,Illinois
"Peoria County, Illinois",Peoria County,187112,51147,IL,Illinois
"Perry County, Illinois",Perry County,21810,42478,IL,Illinois
"Piatt County, Illinois",Piatt County,16495,66261,IL,Illinois
"Pike County, Illinois",Pike County,16144,40588,IL,Illinois
"Pope County, Illinois",Pope County,4331,39223,IL,Illinois
"Pulaski County, Illinois",Pulaski County,5871,31980,IL,Illinois
"Putnam County, Illinois",Putnam County,5822,56358,IL,Illinois
"Randolph County, Illinois",Randolph County,33069,48158,IL,Illinois
"Richland County, Illinois",Richland County,16127,44127,IL,Illinois
"Rock Island County, Illinois",Rock Island County,147161,48817,IL,Illinois
"St. Clair County, Illinois",St. Clair County,267029,49895,IL,Illinois
